ticket_id,ticket_text,category,priority,resolution_time_hours
TKT-10315,Can I export all my data in bulk? Reference: TKT-16265 Kindly look into this matter.,product,medium,42.1
TKT-10316,Account recovery options are not working. This is affecting my business.,account,medium,37.1
TKT-10317,What is the uptime SLA for the paid plans? I am a premium customer.,product,high,12.2
TKT-10318,Search functionality is not returning correct results. This is affecting my business.,technical,medium,18.2
TKT-10319,I need to merge two accounts into one. Reference: TKT-88964 I am a premium customer.,account,high,7.1
TKT-10320,I cannot export reports in PDF format. Button does nothing. Reference: TKT-96628 Please help as soon as possible.,technical,medium,21.0
TKT-10321,Someone else has access to my account. Please secure it. Reference: TKT-68183 I am a premium customer.,account,medium,31.8
TKT-10322,I need to merge two accounts into one. This is affecting my business.,account,medium,37.7
TKT-10323,Can I export all my data in bulk? Reference: TKT-93560 This is urgent.,product,medium,35.8
TKT-10324,Can I export all my data in bulk? I have been waiting for 3 days.,product,medium,22.1
TKT-10325,File upload progress bar stuck at 99%. Reference: TKT-18812 Please escalate this issue.,technical,high,23.1
TKT-10326,I cannot export reports in PDF format. Button does nothing. This is affecting my business.,technical,high,18.8
TKT-10327,Received a bill for a service I never signed up for. Please escalate this issue.,billing,high,15.1
TKT-10328,How can I change the email address linked to my account? Reference: TKT-58096,account,medium,34.0
TKT-10329,How many users can I add on the current plan? Kindly look into this matter.,product,medium,27.1
TKT-10330,Can you explain the extra charges on my recent invoice? Thank you in advance.,billing,high,9.0
TKT-10331,How do I update my credit card details for auto-renewal? Reference: TKT-90199 Please escalate this issue.,billing,medium,24.8
TKT-10332,Need to update company name and address in profile. Reference: TKT-19706 Kindly look into this matter.,account,high,19.2
TKT-10333,How does the AI feature work and is it included? Please escalate this issue.,product,low,25.0
TKT-10334,I need to merge two accounts into one. Please help as soon as possible.,account,high,6.3
TKT-10335,Please remove the old admin who left the company. I have been waiting for 3 days.,account,urgent,0.8
TKT-10336,Webhooks are not being triggered for new events. Reference: TKT-36342 Kindly look into this matter.,technical,high,4.8
TKT-10337,Search functionality is not returning correct results. This is urgent.,technical,low,85.6
TKT-10338,I want to enable two-factor authentication. I have been waiting for 3 days.,account,medium,37.3
TKT-10339,There is a discrepancy in the billing amount for enterprise plan. Please escalate this issue.,billing,low,58.1
TKT-10340,What is the difference between Pro and Enterprise plans? I have been waiting for 3 days.,product,high,6.0
TKT-10341,Received a bill for a service I never signed up for. Thank you in advance.,billing,medium,29.7
TKT-10342,Dashboard is loading very slowly for the past two days. I am a premium customer.,technical,high,13.5
TKT-10343,I want to change from monthly to annual billing. I have been waiting for 3 days.,billing,high,7.5
TKT-10344,Real-time notifications are delayed by several minutes. Kindly look into this matter.,technical,medium,27.6
TKT-10345,I am unable to verify my phone number for 2FA. Kindly look into this matter.,account,high,12.0
TKT-10346,I am unable to verify my phone number for 2FA.,account,low,68.3
TKT-10347,SSO login with Google is broken since yesterday. Reference: TKT-91851 I have been waiting for 3 days.,technical,medium,34.9
TKT-10348,Someone else has access to my account. Please secure it. This is urgent.,account,high,4.9
TKT-10349,Received a bill for a service I never signed up for. Reference: TKT-37631,billing,low,51.0
TKT-10350,Does the free plan include access to the API? Please escalate this issue.,product,high,16.5
TKT-10351,I am unable to verify my phone number for 2FA. Reference: TKT-99783 Please escalate this issue.,account,high,14.1
TKT-10352,What is the difference between Pro and Enterprise plans? Reference: TKT-64476 This is urgent.,product,medium,42.8
TKT-10353,Is offline mode supported on the mobile app? Reference: TKT-51853,product,medium,35.7
TKT-10354,I need to add a new team member with admin privileges. This is affecting my business.,account,urgent,1.7
TKT-10355,Can you explain the extra charges on my recent invoice? Reference: TKT-42495 Please help as soon as possible.,billing,medium,14.5
TKT-10356,Mobile app freezes on the home screen after latest update. I am a premium customer.,technical,low,70.3
TKT-10357,Is there a desktop application available? I have been waiting for 3 days.,product,low,25.9
TKT-10358,I need to add a new team member with admin privileges. Please escalate this issue.,account,low,66.2
TKT-10359,How many users can I add on the current plan? Reference: TKT-61543 Please escalate this issue.,product,medium,45.8
TKT-10360,Can I integrate this tool with Slack and Microsoft Teams?,product,urgent,4.8
TKT-10361,My payment method expired. How do I update it without service interruption? Reference: TKT-11071 Please escalate this issue.,billing,medium,26.0
TKT-10362,Please pause my subscription and stop billing temporarily. Looking forward to your response.,billing,medium,35.2
TKT-10363,Do you offer white-label solution for agencies? This is urgent.,product,medium,28.5
TKT-10364,Mobile app freezes on the home screen after latest update. Please help as soon as possible.,technical,medium,31.6
TKT-10365,How many users can I add on the current plan?,product,high,22.8
TKT-10366,My invoice shows incorrect tax calculation. Can you fix it? I am a premium customer.,billing,low,51.8
TKT-10367,My account was locked after multiple failed login attempts. Reference: TKT-76731 I have been waiting for 3 days.,account,medium,46.6
TKT-10368,Does the free plan include access to the API? Reference: TKT-53652 This is urgent.,product,medium,44.6
TKT-10369,Is there a dark mode available in the application?,product,medium,19.0
TKT-10370,SSO login with Google is broken since yesterday. Reference: TKT-90805 This is affecting my business.,technical,medium,14.5
TKT-10371,I want to enable two-factor authentication. Thank you in advance.,account,medium,15.6
TKT-10372,I forgot my password and the reset email is not arriving. This is affecting my business.,account,medium,12.7
TKT-10373,My payment method expired. How do I update it without service interruption? Looking forward to your response.,billing,urgent,1.2
TKT-10374,How do I update my credit card details for auto-renewal?,billing,medium,36.6
TKT-10375,I need a copy of last month's invoice for accounting purposes. Thank you in advance.,billing,medium,14.6
TKT-10376,Does the tool support multi-language interface? Reference: TKT-24404 Kindly look into this matter.,product,low,47.0
TKT-10377,I cannot export reports in PDF format. Button does nothing. Reference: TKT-36724 I am a premium customer.,technical,low,84.8
TKT-10378,Is there a public roadmap for upcoming features? Please escalate this issue.,product,medium,12.8
TKT-10379,I want to change from monthly to annual billing. Kindly look into this matter.,billing,high,20.3
TKT-10380,Is offline mode supported on the mobile app? I have been waiting for 3 days.,product,medium,22.1
TKT-10381,How can I view login history of my account? Looking forward to your response.,account,medium,16.3
TKT-10382,Mobile app freezes on the home screen after latest update. Reference: TKT-49008 Thank you in advance.,technical,urgent,5.7
TKT-10383,I need to merge two accounts into one. Please escalate this issue.,account,high,16.6
TKT-10384,I cannot change my username. Is it permanent? Reference: TKT-85166 Looking forward to your response.,account,medium,43.6
TKT-10385,Do you offer white-label solution for agencies? This is affecting my business.,product,urgent,6.0
TKT-10386,Mobile app freezes on the home screen after latest update. Please help as soon as possible.,technical,medium,40.9
TKT-10387,How does the AI feature work and is it included? Reference: TKT-80592 Please escalate this issue.,product,high,9.6
TKT-10388,I need to merge two accounts into one. Reference: TKT-90698 Looking forward to your response.,account,urgent,1.8
TKT-10389,File upload progress bar stuck at 99%. Reference: TKT-40518 Thank you in advance.,technical,low,78.0
TKT-10390,I cancelled my plan but still got billed. Requesting refund. Reference: TKT-28018 Please escalate this issue.,billing,low,82.1
TKT-10391,Please pause my subscription and stop billing temporarily. I have been waiting for 3 days.,billing,urgent,7.9
TKT-10392,Can I integrate this tool with Slack and Microsoft Teams? Looking forward to your response.,product,medium,26.9
TKT-10393,My invoice shows incorrect tax calculation. Can you fix it? Reference: TKT-14888,billing,urgent,3.3
TKT-10394,Getting timeout errors during peak hours. I have been waiting for 3 days.,technical,medium,40.0
TKT-10395,There is a discrepancy in the billing amount for enterprise plan. Reference: TKT-47941 Please escalate this issue.,billing,urgent,3.1
TKT-10396,My payment method expired. How do I update it without service interruption? Reference: TKT-53914,billing,low,91.0
TKT-10397,How can I view login history of my account? Thank you in advance.,account,medium,42.9
TKT-10398,Search functionality is not returning correct results. Reference: TKT-24764 Looking forward to your response.,technical,urgent,3.7
TKT-10399,Need to update company name and address in profile. Looking forward to your response.,account,low,78.1
TKT-10400,The promotional discount was not applied to my bill. Looking forward to your response.,billing,high,19.1
TKT-10401,Getting timeout errors during peak hours. I am a premium customer.,technical,low,31.4
TKT-10402,How can I view login history of my account? Reference: TKT-28430 Please help as soon as possible.,account,low,89.0
TKT-10403,Can I integrate this tool with Slack and Microsoft Teams? Reference: TKT-40870 This is urgent.,product,medium,30.2
TKT-10404,Is offline mode supported on the mobile app? Looking forward to your response.,product,high,20.5
TKT-10405,I cancelled my plan but still got billed. Requesting refund. Reference: TKT-25495 Kindly look into this matter.,billing,medium,23.5
TKT-10406,Do you offer white-label solution for agencies? Thank you in advance.,product,medium,44.2
TKT-10407,How can I view login history of my account? Looking forward to your response.,account,high,11.8
TKT-10408,Dashboard is loading very slowly for the past two days. Reference: TKT-89395 Please escalate this issue.,technical,low,24.8
TKT-10409,I want to enable two-factor authentication. Please escalate this issue.,account,medium,44.6
TKT-10410,File upload progress bar stuck at 99%.,technical,high,5.8
TKT-10411,I want to change from monthly to annual billing. Reference: TKT-83946 This is affecting my business.,billing,medium,23.5
TKT-10412,I want to change from monthly to annual billing. Reference: TKT-80341 Thank you in advance.,billing,low,92.4
TKT-10413,Getting timeout errors during peak hours. Thank you in advance.,technical,low,92.4
TKT-10414,Search functionality is not returning correct results. Please help as soon as possible.,technical,high,15.5
TKT-10415,What are the data retention policies? I have been waiting for 3 days.,product,high,16.6
TKT-10416,Can I customize the dashboard widgets? Please escalate this issue.,product,medium,28.1
TKT-10417,How do I transfer ownership of the account to another person? Looking forward to your response.,account,high,9.9
TKT-10418,The application keeps crashing whenever I try to upload a large file. I am a premium customer.,technical,medium,23.8
TKT-10419,I was charged twice for my subscription this month. Please refund the extra amount. Please help as soon as possible.,billing,medium,36.2
TKT-10420,Do you offer white-label solution for agencies? I have been waiting for 3 days.,product,low,78.2
TKT-10421,What is the uptime SLA for the paid plans? I am a premium customer.,product,medium,40.5
TKT-10422,Does the tool support multi-language interface? Reference: TKT-55582 Thank you in advance.,product,medium,40.4
TKT-10423,I want to change from monthly to annual billing. I am a premium customer.,billing,low,30.6
TKT-10424,The system is showing old data even after refresh. This is urgent.,technical,high,13.9
TKT-10425,Can I customize the dashboard widgets? I am a premium customer.,product,high,5.2
TKT-10426,I cannot export reports in PDF format. Button does nothing. Reference: TKT-24790 I have been waiting for 3 days.,technical,low,63.6
TKT-10427,There is a discrepancy in the billing amount for enterprise plan.,billing,high,12.8
TKT-10428,My invoice shows incorrect tax calculation. Can you fix it? Please help as soon as possible.,billing,low,87.9
TKT-10429,How does the AI feature work and is it included? Reference: TKT-15798 This is urgent.,product,medium,24.6
TKT-10430,Can I customize the dashboard widgets? Kindly look into this matter.,product,medium,16.2
TKT-10431,How do I update my credit card details for auto-renewal? Kindly look into this matter.,billing,low,34.3
TKT-10432,Account recovery options are not working. Reference: TKT-28777 This is affecting my business.,account,medium,39.4
TKT-10433,Mobile app freezes on the home screen after latest update. This is urgent.,technical,medium,34.3
TKT-10434,Getting CORS error when calling the public API. Thank you in advance.,technical,high,6.0
TKT-10435,How can I view login history of my account? I am a premium customer.,account,urgent,1.1
TKT-10436,How do I transfer ownership of the account to another person? Reference: TKT-34101 I have been waiting for 3 days.,account,high,18.0
TKT-10437,Can I integrate this tool with Slack and Microsoft Teams? Looking forward to your response.,product,low,29.2
TKT-10438,Chrome extension is not syncing with the web app. This is urgent.,technical,high,20.4
TKT-10439,Is there a dark mode available in the application? Reference: TKT-36651 I am a premium customer.,product,medium,37.4
TKT-10440,I cannot change my username. Is it permanent? Please escalate this issue.,account,high,5.6
TKT-10441,I was charged for premium features I didn't use. Reference: TKT-59436 Kindly look into this matter.,billing,medium,15.1
TKT-10442,Payment failed but money was deducted from my account. Please help.,billing,urgent,7.9
TKT-10443,Getting timeout errors during peak hours. This is affecting my business.,technical,medium,25.5
TKT-10444,Payment failed but money was deducted from my account. Please help. Please help as soon as possible.,billing,low,50.7
TKT-10445,How does the AI feature work and is it included?,product,urgent,6.6
TKT-10446,Can I customize the dashboard widgets? This is affecting my business.,product,urgent,7.6
TKT-10447,Does the tool support multi-language interface? This is affecting my business.,product,medium,47.5
TKT-10448,Need to update company name and address in profile. Reference: TKT-71537 Please escalate this issue.,account,medium,39.1
TKT-10449,My account was locked after multiple failed login attempts. This is affecting my business.,account,urgent,3.3
TKT-10450,The application keeps crashing whenever I try to upload a large file. Looking forward to your response.,technical,high,5.7
TKT-10451,Can I integrate this tool with Slack and Microsoft Teams? Reference: TKT-84683 This is affecting my business.,product,medium,40.0
TKT-10452,File upload progress bar stuck at 99%. Reference: TKT-74044 This is affecting my business.,technical,medium,32.1
TKT-10453,How does the AI feature work and is it included? Reference: TKT-81636 This is affecting my business.,product,medium,27.3
TKT-10454,What is the uptime SLA for the paid plans? Thank you in advance.,product,low,89.3
TKT-10455,I was charged for premium features I didn't use. Please help as soon as possible.,billing,medium,16.0
TKT-10456,There is a discrepancy in the billing amount for enterprise plan. I have been waiting for 3 days.,billing,high,13.9
TKT-10457,Dashboard is loading very slowly for the past two days. Reference: TKT-69770 This is urgent.,technical,low,24.8
TKT-10458,How can I view login history of my account?,account,low,57.7
TKT-10459,Can I customize the dashboard widgets? Thank you in advance.,product,low,28.1
TKT-10460,How do I update my credit card details for auto-renewal? Thank you in advance.,billing,medium,16.3
TKT-10461,Need GST invoice for my company purchase. I am a premium customer.,billing,medium,16.2
TKT-10462,I am unable to login. Getting error 500 internal server error. Reference: TKT-35156 Thank you in advance.,technical,low,70.7
TKT-10463,I am unable to verify my phone number for 2FA. Reference: TKT-63218 I am a premium customer.,account,high,18.9
TKT-10464,How does the AI feature work and is it included? Reference: TKT-20566 Kindly look into this matter.,product,medium,33.0
TKT-10465,There is a discrepancy in the billing amount for enterprise plan. I am a premium customer.,billing,low,93.3
TKT-10466,Need GST invoice for my company purchase. Reference: TKT-66873 I have been waiting for 3 days.,billing,high,11.5
TKT-10467,Please remove the old admin who left the company. Please help as soon as possible.,account,medium,22.3
TKT-10468,Please pause my subscription and stop billing temporarily.,billing,low,86.5
TKT-10469,Received a bill for a service I never signed up for. Looking forward to your response.,billing,urgent,2.2
TKT-10470,I was charged for premium features I didn't use. Reference: TKT-37152 This is affecting my business.,billing,low,93.4
TKT-10471,Real-time notifications are delayed by several minutes. I am a premium customer.,technical,high,4.2
TKT-10472,Please delete my account permanently as per GDPR.,account,low,93.8
TKT-10473,Can I customize the dashboard widgets? This is affecting my business.,product,high,4.9
TKT-10474,Real-time notifications are delayed by several minutes. Please help as soon as possible.,technical,high,21.8
TKT-10475,How do I transfer ownership of the account to another person? Kindly look into this matter.,account,low,62.0
TKT-10476,Someone else has access to my account. Please secure it.,account,high,23.9
TKT-10477,I am unable to verify my phone number for 2FA. Please escalate this issue.,account,low,29.3
TKT-10478,How do I transfer ownership of the account to another person? Reference: TKT-86791 I am a premium customer.,account,medium,31.9
TKT-10479,Is there a public roadmap for upcoming features? Looking forward to your response.,product,low,93.8
TKT-10480,I need a copy of last month's invoice for accounting purposes. I am a premium customer.,billing,low,61.7
TKT-10481,I cannot export reports in PDF format. Button does nothing. Reference: TKT-10680 This is affecting my business.,technical,high,16.6
TKT-10482,Account recovery options are not working. Reference: TKT-21442 Looking forward to your response.,account,medium,37.0
TKT-10483,Webhooks are not being triggered for new events. Thank you in advance.,technical,medium,28.4
TKT-10484,I cancelled my plan but still got billed. Requesting refund. Reference: TKT-88386 Thank you in advance.,billing,low,69.2
TKT-10485,I forgot my password and the reset email is not arriving. Looking forward to your response.,account,urgent,4.9
TKT-10486,I want to change from monthly to annual billing. Kindly look into this matter.,billing,high,22.0
TKT-10487,Dashboard is loading very slowly for the past two days. Reference: TKT-45180 I have been waiting for 3 days.,technical,high,4.9
TKT-10488,Is there a dark mode available in the application? Reference: TKT-49289 I am a premium customer.,product,low,44.2
TKT-10489,Is offline mode supported on the mobile app? Looking forward to your response.,product,high,23.0
TKT-10490,Can I integrate this tool with Slack and Microsoft Teams? Reference: TKT-49932 Please escalate this issue.,product,medium,44.0
TKT-10491,I cancelled my plan but still got billed. Requesting refund.,billing,urgent,3.9
TKT-10492,How do I transfer ownership of the account to another person? Reference: TKT-52030,account,medium,34.3
TKT-10493,Dashboard is loading very slowly for the past two days. I am a premium customer.,technical,medium,22.0
TKT-10494,How can I view login history of my account? Please escalate this issue.,account,high,7.8
TKT-10495,Mobile app freezes on the home screen after latest update. I am a premium customer.,technical,medium,28.7
TKT-10496,Webhooks are not being triggered for new events. I have been waiting for 3 days.,technical,medium,24.7
TKT-10497,Can you explain the extra charges on my recent invoice? Kindly look into this matter.,billing,urgent,4.9
TKT-10498,How can I change the email address linked to my account? I am a premium customer.,account,high,5.6
TKT-10499,API integration is failing with authentication error. Looking forward to your response.,technical,high,23.5
TKT-10500,What is the difference between Pro and Enterprise plans? Please escalate this issue.,product,high,23.7
TKT-10501,Can I customize the dashboard widgets? Thank you in advance.,product,medium,37.1
TKT-10502,Can I export all my data in bulk? This is affecting my business.,product,medium,31.3
TKT-10503,Payment failed but money was deducted from my account. Please help. Reference: TKT-90304 This is affecting my business.,billing,low,46.3
TKT-10504,Received a bill for a service I never signed up for. I am a premium customer.,billing,medium,41.3
TKT-10505,How do I transfer ownership of the account to another person? Reference: TKT-43913 Please help as soon as possible.,account,urgent,5.6
TKT-10506,Webhooks are not being triggered for new events. Thank you in advance.,technical,medium,17.9
TKT-10507,Getting CORS error when calling the public API. Please escalate this issue.,technical,medium,44.8
TKT-10508,The application keeps crashing whenever I try to upload a large file. Reference: TKT-64522 Please escalate this issue.,technical,medium,41.6
TKT-10509,Need GST invoice for my company purchase. I have been waiting for 3 days.,billing,low,92.4
TKT-10510,Please delete my account permanently as per GDPR. Thank you in advance.,account,medium,38.1
TKT-10511,How does the AI feature work and is it included? Please escalate this issue.,product,low,68.2
TKT-10512,I need to merge two accounts into one. Reference: TKT-54967 Please help as soon as possible.,account,low,54.1
TKT-10513,I need a copy of last month's invoice for accounting purposes. Kindly look into this matter.,billing,high,22.7
TKT-10514,Getting CORS error when calling the public API. Reference: TKT-63090 Please escalate this issue.,technical,medium,43.2
TKT-10515,File upload progress bar stuck at 99%. I am a premium customer.,technical,low,27.3
TKT-10516,Getting CORS error when calling the public API. Reference: TKT-38153 I am a premium customer.,technical,medium,12.9
TKT-10517,Real-time notifications are delayed by several minutes. Please help as soon as possible.,technical,medium,25.6
TKT-10518,API integration is failing with authentication error. Reference: TKT-97910 Please escalate this issue.,technical,medium,41.2
TKT-10519,Does the tool support multi-language interface? This is affecting my business.,product,medium,47.5
TKT-10520,Is offline mode supported on the mobile app? This is affecting my business.,product,medium,17.4
TKT-10521,Real-time notifications are delayed by several minutes. Looking forward to your response.,technical,high,15.9
TKT-10522,I cancelled my plan but still got billed. Requesting refund. Reference: TKT-25328 Please help as soon as possible.,billing,high,11.6
TKT-10523,Dashboard is loading very slowly for the past two days. Thank you in advance.,technical,medium,46.9
TKT-10524,Getting CORS error when calling the public API. I have been waiting for 3 days.,technical,medium,42.3
TKT-10525,Search functionality is not returning correct results. Reference: TKT-51232 Looking forward to your response.,technical,medium,42.2
TKT-10526,Is there a desktop application available? This is affecting my business.,product,high,13.4
TKT-10527,Is there a desktop application available? I am a premium customer.,product,low,53.9
TKT-10528,What are the data retention policies? I am a premium customer.,product,medium,21.8
TKT-10529,What is the difference between Pro and Enterprise plans? Reference: TKT-38905,product,medium,14.0
TKT-10530,Please delete my account permanently as per GDPR. Reference: TKT-69942 Thank you in advance.,account,low,86.3
TKT-10531,What is the difference between Pro and Enterprise plans? Reference: TKT-81186,product,medium,41.3
TKT-10532,Account recovery options are not working. This is urgent.,account,medium,48.0
TKT-10533,Do you offer white-label solution for agencies? Please help as soon as possible.,product,medium,47.9
TKT-10534,The application keeps crashing whenever I try to upload a large file. Reference: TKT-21401 Please escalate this issue.,technical,medium,32.0
TKT-10535,What is the difference between Pro and Enterprise plans? Reference: TKT-87060 Kindly look into this matter.,product,urgent,6.3
TKT-10536,Someone else has access to my account. Please secure it. Reference: TKT-28249 I am a premium customer.,account,urgent,7.6
TKT-10537,The system is showing old data even after refresh. This is urgent.,technical,high,21.0
TKT-10538,I need to add a new team member with admin privileges. This is affecting my business.,account,medium,20.9
TKT-10539,I am unable to verify my phone number for 2FA. Thank you in advance.,account,medium,28.2
TKT-10540,The promotional discount was not applied to my bill. I am a premium customer.,billing,low,33.3
TKT-10541,I need to add a new team member with admin privileges. Reference: TKT-52217 I have been waiting for 3 days.,account,urgent,7.7
TKT-10542,File upload progress bar stuck at 99%. I am a premium customer.,technical,high,16.1
TKT-10543,How do I transfer ownership of the account to another person? Reference: TKT-22202 Please escalate this issue.,account,high,8.6
TKT-10544,How many users can I add on the current plan? This is affecting my business.,product,medium,36.2
TKT-10545,Does the free plan include access to the API? Please help as soon as possible.,product,medium,34.3
TKT-10546,How does the AI feature work and is it included? This is affecting my business.,product,high,11.2
TKT-10547,Do you offer white-label solution for agencies? Kindly look into this matter.,product,low,32.2
TKT-10548,My account was locked after multiple failed login attempts. Thank you in advance.,account,high,17.4
TKT-10549,What is the uptime SLA for the paid plans? Reference: TKT-92074 This is urgent.,product,high,14.4
TKT-10550,What is the uptime SLA for the paid plans? I have been waiting for 3 days.,product,low,79.6
TKT-10551,There is a discrepancy in the billing amount for enterprise plan. Kindly look into this matter.,billing,urgent,4.4
TKT-10552,Mobile app freezes on the home screen after latest update. I have been waiting for 3 days.,technical,urgent,6.9
TKT-10553,My account was locked after multiple failed login attempts. Reference: TKT-97098 Looking forward to your response.,account,low,63.7
TKT-10554,File upload progress bar stuck at 99%. Looking forward to your response.,technical,low,64.4
TKT-10555,I am unable to login. Getting error 500 internal server error. Reference: TKT-72496 Please help as soon as possible.,technical,medium,43.6
TKT-10556,Payment failed but money was deducted from my account. Please help. Thank you in advance.,billing,low,53.1
TKT-10557,I cancelled my plan but still got billed. Requesting refund. Please help as soon as possible.,billing,low,33.6
TKT-10558,What are the data retention policies? Reference: TKT-21708 Please help as soon as possible.,product,high,4.6
TKT-10559,I cancelled my plan but still got billed. Requesting refund. Reference: TKT-27451 Looking forward to your response.,billing,low,78.4
TKT-10560,SSO login with Google is broken since yesterday. This is urgent.,technical,low,68.7
TKT-10561,Real-time notifications are delayed by several minutes. Kindly look into this matter.,technical,medium,37.3
TKT-10562,SSO login with Google is broken since yesterday. Please escalate this issue.,technical,urgent,2.1
TKT-10563,I need a copy of last month's invoice for accounting purposes. Please help as soon as possible.,billing,urgent,1.5
TKT-10564,Do you offer white-label solution for agencies? This is affecting my business.,product,medium,12.5
TKT-10565,I am unable to login. Getting error 500 internal server error. Kindly look into this matter.,technical,medium,24.6
TKT-10566,I need to merge two accounts into one. This is urgent.,account,high,15.8
TKT-10567,Someone else has access to my account. Please secure it. Reference: TKT-61347 Thank you in advance.,account,low,52.2
TKT-10568,Account recovery options are not working. Kindly look into this matter.,account,high,12.7
TKT-10569,Received a bill for a service I never signed up for. Reference: TKT-11581,billing,low,89.1
TKT-10570,I need to add a new team member with admin privileges. I am a premium customer.,account,urgent,3.1
TKT-10571,Does the tool support multi-language interface? I have been waiting for 3 days.,product,medium,30.5
TKT-10572,My invoice shows incorrect tax calculation. Can you fix it? Reference: TKT-15220 This is urgent.,billing,low,80.4
TKT-10573,There is a discrepancy in the billing amount for enterprise plan. Reference: TKT-75673 Thank you in advance.,billing,urgent,3.5
TKT-10574,Do you offer white-label solution for agencies? Please help as soon as possible.,product,medium,34.4
TKT-10575,Mobile app freezes on the home screen after latest update. Please help as soon as possible.,technical,medium,43.0
TKT-10576,Dashboard is loading very slowly for the past two days. Thank you in advance.,technical,urgent,7.6
TKT-10577,There is a discrepancy in the billing amount for enterprise plan. Reference: TKT-21300 Kindly look into this matter.,billing,medium,17.3
TKT-10578,Is there a public roadmap for upcoming features? Reference: TKT-97304,product,low,90.7
TKT-10579,Real-time notifications are delayed by several minutes. I have been waiting for 3 days.,technical,low,59.4
TKT-10580,I cannot export reports in PDF format. Button does nothing. Thank you in advance.,technical,medium,21.3
TKT-10581,I need to add a new team member with admin privileges. Looking forward to your response.,account,low,57.1
TKT-10582,I was charged twice for my subscription this month. Please refund the extra amount. This is affecting my business.,billing,high,23.6
TKT-10583,I am unable to verify my phone number for 2FA.,account,medium,29.7
TKT-10584,Is offline mode supported on the mobile app? This is urgent.,product,medium,23.8
TKT-10585,Mobile app freezes on the home screen after latest update. Please help as soon as possible.,technical,medium,34.8
TKT-10586,I want to change from monthly to annual billing. Reference: TKT-11610 This is urgent.,billing,low,41.3
TKT-10587,I cannot export reports in PDF format. Button does nothing. I am a premium customer.,technical,low,29.5
TKT-10588,Getting timeout errors during peak hours. This is urgent.,technical,urgent,1.5
TKT-10589,Can I integrate this tool with Slack and Microsoft Teams? I am a premium customer.,product,low,33.2
TKT-10590,How can I change the email address linked to my account?,account,medium,17.5
TKT-10591,The promotional discount was not applied to my bill. Thank you in advance.,billing,low,34.0
TKT-10592,What are the data retention policies? Looking forward to your response.,product,low,70.1
TKT-10593,I want to enable two-factor authentication. Reference: TKT-36302 Please escalate this issue.,account,medium,18.5
TKT-10594,I am unable to verify my phone number for 2FA. Reference: TKT-58270,account,medium,24.4
TKT-10595,Can I export all my data in bulk? Kindly look into this matter.,product,urgent,7.2
TKT-10596,Chrome extension is not syncing with the web app. Reference: TKT-80981 I am a premium customer.,technical,low,58.1
TKT-10597,I need to merge two accounts into one. This is urgent.,account,high,17.4
TKT-10598,There is a discrepancy in the billing amount for enterprise plan. Reference: TKT-79443 Looking forward to your response.,billing,high,7.4
TKT-10599,The application keeps crashing whenever I try to upload a large file. I have been waiting for 3 days.,technical,medium,18.9
TKT-10600,Payment failed but money was deducted from my account. Please help. Thank you in advance.,billing,low,26.9
TKT-10601,I need to merge two accounts into one. Please help as soon as possible.,account,medium,18.1
TKT-10602,Getting CORS error when calling the public API. Please help as soon as possible.,technical,high,9.6
TKT-10603,I need a copy of last month's invoice for accounting purposes. Reference: TKT-51288 Kindly look into this matter.,billing,medium,18.4
TKT-10604,How does the AI feature work and is it included? This is affecting my business.,product,high,5.8
TKT-10605,Please delete my account permanently as per GDPR. I have been waiting for 3 days.,account,low,32.7
TKT-10606,I need a copy of last month's invoice for accounting purposes. Please escalate this issue.,billing,low,57.2
TKT-10607,Is offline mode supported on the mobile app? Kindly look into this matter.,product,low,38.9
TKT-10608,What is the difference between Pro and Enterprise plans? Reference: TKT-99922 Please help as soon as possible.,product,medium,25.1
TKT-10609,I need to merge two accounts into one. Reference: TKT-52964,account,high,14.1
TKT-10610,API integration is failing with authentication error. This is affecting my business.,technical,low,73.7
TKT-10611,How do I update my credit card details for auto-renewal? Reference: TKT-63004 I have been waiting for 3 days.,billing,high,4.8
TKT-10612,Can I customize the dashboard widgets? Reference: TKT-23357 Kindly look into this matter.,product,medium,40.8
TKT-10613,The application keeps crashing whenever I try to upload a large file. Reference: TKT-62505 Kindly look into this matter.,technical,low,69.2
TKT-10614,How can I view login history of my account? Please help as soon as possible.,account,high,5.6
TKT-10615,How can I change the email address linked to my account? This is urgent.,account,urgent,7.1
TKT-10616,Search functionality is not returning correct results. Reference: TKT-53456 I have been waiting for 3 days.,technical,urgent,7.4
TKT-10617,Can you explain the extra charges on my recent invoice? Reference: TKT-85220 This is urgent.,billing,low,28.4
TKT-10618,Do you offer white-label solution for agencies? Reference: TKT-99550 Please escalate this issue.,product,high,9.5
TKT-10619,Can I integrate this tool with Slack and Microsoft Teams? Reference: TKT-68459 I have been waiting for 3 days.,product,low,82.0
TKT-10620,SSO login with Google is broken since yesterday. Reference: TKT-48680,technical,low,77.9
TKT-10621,Can I customize the dashboard widgets? Reference: TKT-46670 Please escalate this issue.,product,medium,18.6
TKT-10622,Can I integrate this tool with Slack and Microsoft Teams? Reference: TKT-81258 Thank you in advance.,product,low,39.1
TKT-10623,The promotional discount was not applied to my bill. This is affecting my business.,billing,urgent,3.3
TKT-10624,Is there a public roadmap for upcoming features? Thank you in advance.,product,medium,29.4
TKT-10625,My account was locked after multiple failed login attempts. Reference: TKT-46822,account,low,68.5
